"name","city","country","state","industry_id","website","description","logo_url","ticker"
"SYNERON MEDICAL","Yokneam Illit,","IL","#N/A Field Not Applicable","Health Care Equipment & Supplies","www.syneron.com","Syneron Medical Ltd. designs, develops, and markets aesthetic medical products based on proprietary Electro-Optical Synergy, or ELOS technologies. The Company's products include Aurora - Hair Removal, Skin Treatment and Acne treatment systems.","10478.png","ELOS"
"PHILLIPS 66 PART","Houston","US","TX","Oil, Gas & Consumable Fuels","www.phillips66.com","Phillips 66 Partners L.P owns, operates, develops,and acquires crude oil, refined petroleum product and natural gas liquids (""NGL"") pipelines and terminals and other transportation and midstream assets. The Company's assets consist of crude oil and refined petroleum product pipeline, terminal and storage systems in the Central and Gulf Coast regions of the United States.","2753.png","PSXP"
"EROS INTL MEDIA","Andheri (West), Mumbai","IN","#N/A Field Not Applicable","Media","www.erosintl.com","Eros International Media Ltd. distributes movies produced in India.  The Company distributes its library of films to theaters, television, and digital new media.","14568.jpg","EROS"
"SAINSBURY PLC","London","GB","","Food & Staples Retailing","www.j-sainsbury.co.uk","J Sainsbury plc retails food.  The Company operates Sainsbury supermarkets in the United Kingdom, convenience stores, an Internet-based home delivery service, and Sainsbury Bank.  The Bank offers saving accounts, credit cards, mortgages, insurance products, and consumer loans.","795.png","SBRY"
"UNION BK PHILIPP","Pasig City","PH","","Commercial Banks","www.unionbankph.com","Union Bank of the Philippines is a universal bank by franchise. The Company offers a wide range of financial and related products and services. Its core business is corporate finance and consumer finance. Union Bank also provides investment management, trust banking, insurance brokerage, currency brokerage, private banking services, and invests in real estate.","4624.png","UBP"
"APR ENERGY PLC","London","GB","","Independent Power Producers & Energy Traders","","APR Energy PLC is a power generation company.  The Company specializes in the sale of electricity through the deployment of customized turnkey power solutions. APR  provides power generation solutions to customers and communities around the world, with an emphasis on Africa, South America, Central America and Asia.","5300.png","APR"
"YOROZU CORP","Kanagawa","JP","KN","Auto Components","www.yorozu-corp.co.jp","YOROZU CORPORATION manufactures motor vehicle parts including suspensions, steering systems, exhaust systems, and body parts.  The Company also produces parts for agricultural machinery.  Yorozu has its production facilities in the US and Mexico.","10494.png","7294"
"CEMENTOS PACAS-I","Lima","PE","","Construction Materials","www.pacasmayo.com.pe","Cementos Pacasmayo S.A.A. produces distributes and sells cement and cement-related materials, such as concrete blocks and ready-mix concrete. The Company's products are primarily used in construction. Cementos Pacasmayo also produces and sells quicklime for use in mining operations.","5580.png","CPACASI1"
"EXXONMOBIL CHEMI","Rueil Malmaison","FR","#N/A Field Not Applicable","Chemicals","www.exxonmobil.com","Societe Francaise ExxonMobil Chemical S.C.A. (Exxonmobil Chemical) manufactures and markets basic chemicals, resins, additives, and lubricants.","14028.png","MLEXX"
"HUNG SHENG CONST","Taipei","TW","#N/A Field Not Applicable","Real Estate Management & Development","www.hsc.com.tw","Hung Sheng Construction Ltd. provides real estate services to meet both resident ial and commercial real estate needs.  The Company conducts primarily its busine ss in developing, selling, and leasing residential and commercial buildings whic h are constructed by independent constructors.","9874.png","2534"
"GN STORE NORD","Ballerup","DK","","Health Care Equipment & Supplies","www.gn.com","GN Store Nord A/S (GN Great Nordic) is the parent company to an international group of companies that manufactures and markets communication solutions.  The Company develops wireless technology and provides hand-free solutions, and products for the hearing impaired.  The Company also works with cable systems.","2100.png","GN"
"MTN GROUP LTD","Cresta","ZA","","Wireless Telecommunication Services","www.mtn.co.za","MTN Group Limited provides a wide range of communication services. The Company's services include cellular network access and business solutions. MTN Group is a multinational telecommunications group, operating in countries in Africa and the Middle East.","264.png","MTN"
"COMPUTACENTER PL","Hertfordshire","GB","","IT Services","www.computacenter.com","Computacenter plc provides distributed information technology and related services to corporate and public sector organizations.  The Group's services are divided into three sectors: logistical operations, consolidation and integration, and operational management.  Computacenter has operations in the UK, France, Luxembourg and Belgium.","5323.png","CCC"
"SINOTRANS LTD-H","Haidian District Beijin","CN","","Air Freight & Logistics","www.sinotrans.com","Sinotrans Limited provides integrated logistics services with core service of sea, air, rail and road freight forwarding, express services and shipping agency services.  The Company also provides support services of storage and terminal services, trucking and marine transportation services.","5445.png","598"
"DDR CORP","Beachwood","US","OH","Real Estate Investment Trusts (REITs)","www.ddr.com","DDR Corp. is a real estate investment trust that develops, leases, and manages shopping centers.  The Company's properties are located primarily in the East and Midwest United States as well as joint venture properties in Brazil.","1776.png","DDR"
"EOG RESOURCES","Houston","US","TX","Oil, Gas & Consumable Fuels","www.eogresources.com","EOG Resources, Inc. explores for, develops, produces and markets natural gas and crude oil. The Company operates in major producing basins in the United States, Canada, Trinidad, the United Kingdom North Sea, China and, from time to time, select other international areas.","193.jpg","EOG"
"ASTRAZENECA PLC","London","GB","","Pharmaceuticals","www.astrazeneca.com","AstraZeneca PLC is a holding company. The Company, through its subsidiaries, researches, manufactures, and sells pharmaceutical and medical products. AstraZeneca focuses its operations on eight therapeutic areas: Gastrointestinal, Oncology, Cardiovascular, Respiratory, Central Nervous System, Pain Control, Anaesthesia, and Infection.","114.png","AZN"
"URALKALI","Berezniki","RU","","Chemicals","www.uralkali.com","Uralkali OJSC produces potash.  The Company operates mines and ore-treatment mills in the Perm Territory, Russia.  Uralkali extracts and processes potassium ore and sells standard and granular muriate of potash for the agriculture and chemical industries.  The Company's main markets include Brazil, India, China, Southeast Asia, Russia, the United States, and Europe.","659.jpg","URKA"
"NEW WORLD DEV","Central","HK","","Real Estate Management & Development","www.nwd.com.hk","New World Development Company Limited, through its subsidiaries, develops and invests in properties, provides contracting services, property management, and transportation services.  The Company also operates infrastructure business, telecommunication services, department stores, hotels and restaurants, and media and technology business.","1097.png","17"
"RENTECH INC","Los Angeles","US","CA","Oil, Gas & Consumable Fuels","www.rentechinc.com","Rentech, Inc. a diversified supplier of wood chips, wood pellets and nitrogen fertilizers. The Company also owns patented technologies for synthetic fuels and renewable power production that can be licensed by third-parties.","10471.png","RTK"
"WOLTERS KLUWER","Alphen Rijn","NL","","Media","www.wolterskluwer.com","Wolters Kluwer NV publishes offers products and services for the health, tax, accounting, corporate, financial services, legal and regulatory professions. The Company publishes looseleaf publications, magazines, reference CDs, online databases, and tax compliance software packages.  Wolters Kluwer operates in Europe, North America, and the Asia Pacific region.","1079.png","WKL"
